term,crn,Seats_Capacity,Seats_Actual,Seats_Remaining,Waitlist_Capacity,Waitlist_Actual,Waitlist_Remaining
202501,20169,18,8,10,0,0,0
202501,22129,5,0,5,5,0,5
202409,11918,70,58,12,70,0,70
202409,10724,70,51,19,10,0,10
202501,20176,18,17,1,0,0,0
202501,21219,33,33,0,100,18,82
202409,12268,150,138,12,100,0,100
202409,10885,60,51,9,100,0,100
202409,12549,21,18,3,0,0,0
202409,11787,270,195,75,100,0,100
202501,21146,32,32,0,30,0,30
202409,11002,86,68,18,50,0,50
202501,22211,5,1,4,5,0,5
202409,11220,40,25,15,0,0,0
202409,11875,60,26,34,100,0,100
202501,21739,100,95,5,100,0,100
202501,22137,5,2,3,5,0,5
202501,23684,30,30,0,100,0,100
202501,22286,5,0,5,3,0,3
202409,10144,24,22,2,100,0,100
202409,10036,45,39,6,50,0,50
202501,22160,5,2,3,5,0,5
202409,14081,200,184,16,0,0,0
202409,12877,317,316,1,100,0,100
202409,12204,18,16,2,10,0,10
202409,11397,25,18,7,4,0,4
202409,10582,12,12,0,2,0,2
202501,22766,118,43,75,100,0,100
202501,21183,2,0,2,1,0,1
202501,20760,55,52,3,10,0,10
202501,21754,15,13,2,100,0,100
202501,23537,10,7,3,0,0,0
202409,10414,40,20,20,100,0,100
202501,21623,20,19,1,20,0,20
202409,11973,23,22,1,100,0,100
202501,21372,16,16,0,5,5,0
202409,12753,50,51,-1,0,0,0
202501,20137,95,95,0,100,1,99
202409,11020,12,8,4,3,0,3
202501,21998,20,16,4,50,0,50
202501,20666,30,30,0,0,0,0
202409,10834,57,35,22,25,0,25
202409,13263,5,0,5,0,0,0
202501,20074,100,46,54,100,0,100
202501,21580,11,7,4,0,0,0
202501,21548,22,22,0,0,0,0
202501,22974,18,0,18,50,0,50
202409,13104,17,26,-9,100,0,100
202501,23744,30,19,11,20,0,20
202409,12393,3,0,3,3,0,3
202409,10246,100,0,100,100,0,100
202501,20088,22,7,15,10,0,10
202409,10537,9,9,0,0,0,0
202409,14105,20,10,10,0,0,0
202409,13071,25,24,1,100,0,100
202409,10223,32,32,0,100,0,100
202501,20836,45,19,26,100,0,100
202409,12105,160,127,33,70,0,70
202409,12720,24,23,1,0,0,0
202409,13808,30,15,15,0,0,0
202501,20906,60,52,8,30,0,30
202501,21763,16,16,0,100,12,88
202409,10964,46,36,10,50,0,50
202501,22426,20,1,19,15,0,15
202409,13999,300,278,22,0,0,0
202409,12931,100,99,1,100,0,100
202501,22585,45,31,14,100,0,100
202409,14078,200,184,16,0,0,0
202409,10216,32,32,0,100,0,100
202409,11933,20,10,10,20,0,20
202409,10064,10,9,1,5,0,5
202409,10725,84,70,14,10,0,10
202501,20977,30,30,0,0,0,0
202409,10049,30,31,-1,30,0,30
202409,13962,14,11,3,100,0,100
202409,11180,31,31,0,0,0,0
202501,22262,5,4,1,5,0,5
202409,13828,25,0,25,0,0,0
202501,21180,2,1,1,1,0,1
202501,23553,10,11,-1,0,0,0
202409,13859,30,30,0,50,0,50
202409,12842,20,17,3,2,0,2
202501,22960,18,7,11,50,0,50
202409,12917,35,34,1,0,0,0
202501,20884,16,16,0,3,0,3
202409,11727,66,52,14,100,0,100
202409,11663,22,9,13,0,0,0
202501,21486,30,30,0,100,2,98
202501,21255,47,47,0,40,8,32
202501,23745,30,19,11,20,0,20
202501,22058,50,50,0,20,4,16
202409,13952,30,25,5,0,0,0
202501,21895,40,39,1,40,1,39
202409,10224,32,32,0,100,0,100
202501,22274,5,2,3,5,0,5
202409,12604,35,18,17,100,0,100
202501,22131,5,5,0,5,0,5
202409,12312,5,1,4,5,0,5
202409,13207,35,27,8,100,0,100
202409,12654,120,116,4,15,0,15
202409,12179,44,34,10,5,0,5
202409,12801,20,19,1,2,0,2
202501,23143,7,11,-4,100,4,96
202501,21626,25,21,4,25,0,25
202409,10969,1,1,0,2,0,2
202409,13862,31,30,1,50,0,50
202409,10298,24,23,1,4,0,4
202409,10659,50,39,11,50,0,50
202501,22732,100,100,0,100,14,86
202409,13715,45,38,7,100,0,100
202501,23146,7,7,0,100,0,100
202501,21985,130,123,7,50,5,45
202501,21243,23,23,0,23,1,22
202409,12059,40,28,12,10,0,10
202501,20561,40,16,24,100,0,100
202409,13688,75,50,25,100,0,100
202409,11093,30,18,12,0,0,0
202501,20769,5,0,5,10,0,10
202501,22760,100,99,1,100,58,42
202409,14030,1,2,-1,0,0,0
202409,14050,2,1,1,0,0,0
202501,21647,35,15,20,100,0,100
202409,12272,4,0,4,5,0,5
202409,14090,15,14,1,100,0,100
202409,10900,45,29,16,100,0,100
202409,11813,53,42,11,5,0,5
202409,11165,33,32,1,0,0,0
202501,20754,95,95,0,10,10,0
202501,22005,24,21,3,0,0,0
202409,11759,10,9,1,100,0,100
202501,20536,18,15,3,3,0,3
202409,13132,38,30,8,50,0,50
202501,20618,64,68,-4,10,0,10
202409,13942,25,10,15,0,0,0
202409,12041,42,35,7,5,0,5
202409,14035,5,4,1,6,0,6
202501,20497,20,0,20,0,0,0
202409,10037,30,28,2,100,0,100
202409,10264,299,140,159,100,0,100
202409,13221,151,134,17,70,0,70
202409,12685,180,169,11,38,0,38
202409,11730,22,9,13,0,0,0
202501,22539,170,170,0,40,5,35
202409,13212,35,17,18,100,0,100
202409,13145,38,32,6,50,0,50
202501,22288,5,3,2,3,0,3
202501,23556,4,4,0,100,0,100
202409,13673,12,6,6,0,0,0
202501,20091,22,16,6,10,0,10
202501,21247,100,98,2,100,12,88
202501,21074,45,43,2,100,0,100
202409,12557,40,38,2,10,0,10
202501,20084,22,2,20,10,0,10
202501,20460,30,30,0,4,1,3
202501,21068,31,31,0,0,0,0
202409,11281,32,32,0,2,0,2
202501,21996,30,30,0,5,0,5
202409,10459,36,16,20,0,0,0
202501,21198,40,40,0,5,2,3
202409,10909,60,39,21,100,0,100
202409,10198,13,8,5,0,0,0
202501,21152,32,32,0,30,3,27
202409,13825,15,9,6,0,0,0
202501,21418,50,24,26,15,0,15
202409,11336,33,32,1,100,0,100
202409,11633,12,0,12,0,0,0
202409,13761,25,19,6,100,0,100
202409,11391,25,25,0,4,0,4
202409,12587,50,33,17,100,0,100
202409,12155,24,24,0,10,0,10
202409,13905,10,5,5,100,0,100
202501,20544,40,15,25,50,0,50
202501,21335,15,11,4,100,0,100
202501,20462,30,30,0,4,3,1
202501,20164,18,18,0,0,0,0
202409,11814,53,42,11,5,0,5
202501,21482,24,6,18,4,0,4
202501,20071,215,176,39,100,0,100
202501,20686,95,78,17,10,0,10
202409,12691,24,22,2,0,0,0
202501,21073,45,31,14,100,0,100
202409,13257,16,12,4,100,0,100
202501,22897,150,140,10,100,0,100
202409,11978,10,3,7,100,0,100
202409,10793,17,17,0,0,0,0
202409,12636,50,32,18,100,0,100
202501,22146,5,0,5,5,0,5
202409,13230,80,50,30,40,0,40
202409,11088,40,21,19,100,0,100
202501,22214,5,0,5,5,0,5
202501,23118,50,50,0,100,21,79
202501,20132,24,24,0,100,16,84
202501,20912,9,8,1,0,0,0
202409,10066,3,1,2,0,0,0
202409,13893,15,7,8,10,0,10
202409,13293,30,25,5,100,0,100
202409,10278,24,24,0,4,0,4
202409,11270,32,32,0,30,0,30
202501,23597,30,0,30,0,0,0
202409,13860,45,23,22,50,0,50
202409,11294,17,7,10,2,0,2
202501,21962,30,20,10,100,0,100
202409,11817,53,48,5,5,0,5
202409,12438,5,0,5,5,0,5
202409,12546,143,17,126,0,0,0
202501,22628,20,15,5,2,0,2
202409,11426,16,5,11,4,0,4
202501,23085,25,10,15,100,0,100
202501,20021,45,45,0,50,6,44
202501,20878,24,20,4,3,0,3
202501,22583,9,9,0,0,0,0
202501,22567,24,20,4,0,0,0
202409,13229,80,54,26,40,0,40
202409,10952,110,104,6,50,0,50
202501,21802,30,0,30,30,0,30
202501,20767,5,4,1,10,0,10
202501,22875,20,8,12,100,0,100
202501,21515,35,34,1,20,7,13
202409,11396,25,23,2,4,0,4
202501,20739,20,19,1,0,0,0
202409,13038,13,13,0,10,0,10
202501,22762,100,100,0,100,36,64
202409,10889,30,22,8,100,0,100
202501,23670,10,10,0,100,4,96
202409,11655,22,19,3,0,0,0
202409,13018,31,25,6,0,0,0
202409,12707,24,22,2,0,0,0
202501,23889,35,12,23,0,0,0
202409,13275,30,32,-2,100,0,100
202409,12338,3,0,3,3,0,3
202409,13081,25,23,2,100,0,100
202409,13020,31,29,2,0,0,0
202501,20583,300,159,141,100,0,100
202501,21826,30,17,13,10,0,10
202409,13030,110,108,2,25,0,25
202501,22260,30,3,27,100,0,100
202409,10992,16,17,-1,3,0,3
202409,13674,12,10,2,0,0,0
202409,12751,10,11,-1,0,0,0
202501,23683,30,30,0,100,0,100
202501,22429,27,16,11,100,0,100
202501,23961,37,9,28,100,0,100
202501,20031,32,31,1,50,5,45
202409,13193,90,55,35,10,0,10
202409,11318,32,32,0,30,0,30
202409,13062,25,25,0,100,0,100
202409,13911,40,17,23,0,0,0
202409,12694,24,23,1,0,0,0
202409,12358,20,10,10,100,0,100
202501,20017,32,32,0,50,2,48
202409,11304,3,3,0,3,0,3
202501,22961,18,0,18,30,0,30
202409,13939,25,10,15,0,0,0
202501,20672,30,29,1,0,0,0
202501,23443,18,13,5,0,0,0
202409,14183,38,16,22,50,0,50
202501,20281,24,24,0,4,4,0
202501,23902,100,5,95,100,0,100
202501,22216,5,1,4,5,0,5
202409,13096,60,59,1,100,0,100
202501,22238,3,1,2,3,0,3
202409,12058,40,38,2,10,0,10
202409,14025,50,39,11,100,0,100
202409,11118,30,22,8,0,0,0
202501,21948,60,9,51,100,0,100
202409,11113,70,36,34,100,0,100
202501,23788,10,1,9,100,0,100
202409,11133,40,7,33,100,0,100
202501,22511,24,24,0,0,0,0
202501,23091,16,13,3,100,0,100
202409,12369,5,0,5,5,0,5
202501,22976,18,0,18,30,0,30
202501,23129,15,14,1,100,0,100
202501,22746,35,35,0,0,0,0
202501,22161,5,2,3,5,0,5
202501,20728,95,95,0,40,18,22
202409,11469,18,19,-1,5,0,5
202409,11988,65,56,9,100,0,100
202409,12414,10,6,4,100,0,100
202501,22641,110,103,7,100,0,100
202409,12942,25,24,1,100,0,100
202501,20487,10,10,0,4,1,3
202409,14257,1,1,0,0,0,0
202409,10344,22,22,0,2,0,2
202501,20475,20,7,13,10,0,10
202501,21571,22,11,11,0,0,0
202501,21239,60,33,27,60,0,60
202409,11105,90,86,4,100,0,100
202501,21586,23,23,0,0,0,0
202409,11317,32,31,1,30,0,30
202501,22227,5,2,3,5,0,5
202409,10802,20,15,5,10,0,10
202409,10370,22,22,0,4,0,4
202409,13618,15,13,2,100,0,100
202409,12940,100,91,9,100,0,100
202501,20994,30,0,30,0,0,0
202409,13134,38,37,1,50,0,50
202501,20880,10,6,4,3,0,3
202409,11386,299,249,50,100,0,100
202409,13794,24,9,15,0,0,0
202501,21117,50,49,1,100,23,77
202409,13636,20,9,11,5,0,5
202501,20524,18,18,0,15,2,13
202409,10816,70,67,3,0,0,0
202409,11809,55,50,5,5,0,5
202409,11170,33,33,0,0,0,0
202409,12103,52,50,2,20,0,20
202501,22675,70,70,0,100,12,88
202409,12165,24,22,2,10,0,10
202409,12879,317,306,11,100,0,100
202409,11293,32,32,0,2,0,2
202501,21853,20,4,16,100,0,100
202409,13594,18,11,7,100,0,100
202409,12456,25,11,14,25,0,25
202501,21889,200,198,2,100,19,81
202409,12337,3,3,0,3,0,3
202409,14076,60,57,3,100,0,100
202501,20459,30,30,0,4,3,1
202501,20331,54,54,0,100,11,89
202409,13694,5,3,2,100,0,100
202409,10629,64,66,-2,10,0,10
202409,14143,5,4,1,0,0,0
202409,12200,50,19,31,100,0,100
202409,10838,13,11,2,0,0,0
202501,20184,13,12,1,0,0,0
202501,21443,30,0,30,0,0,0
202501,22574,70,59,11,5,0,5
202409,13787,310,303,7,11,0,11
202409,11314,13,6,7,3,0,3
202501,22761,100,100,0,100,51,49
202409,10485,30,30,0,4,0,4
202501,22754,100,100,0,100,42,58
202409,11059,35,35,0,0,0,0
202409,10503,30,17,13,4,0,4
202409,10904,15,9,6,0,0,0
202409,10394,53,43,10,100,0,100
202501,23995,1,1,0,0,0,0
202501,23945,15,0,15,0,0,0
202501,22923,140,106,34,100,0,100
202409,12433,5,0,5,5,0,5
202501,22271,5,0,5,5,0,5
202501,20757,11,11,0,10,2,8
202409,12440,5,0,5,5,0,5
202501,20283,24,24,0,4,4,0
202409,10893,20,2,18,0,0,0
202409,10886,60,59,1,100,0,100
202409,12110,50,20,30,25,0,25
202409,11117,30,30,0,0,0,0
202409,10330,342,330,12,100,0,100
202409,10696,33,22,11,0,0,0
202501,20982,55,20,35,100,0,100
202409,13105,17,25,-8,100,0,100
202409,12631,30,30,0,100,0,100
202409,11190,64,64,0,100,0,100
202409,10978,28,28,0,3,0,3
202501,22042,25,13,12,5,0,5
202409,13046,35,12,23,100,0,100
202409,12983,170,146,24,20,0,20
202409,13907,10,1,9,100,0,100
202501,20693,30,30,0,0,0,0
202409,13233,30,10,20,100,0,100
202409,12386,3,0,3,3,0,3
202409,14082,200,179,21,0,0,0
202501,20923,100,99,1,50,16,34
202409,11217,22,22,0,0,0,0
202409,11937,20,10,10,20,0,20
202501,20233,24,24,0,10,4,6
202409,12594,20,18,2,20,0,20
202501,20201,32,32,0,100,10,90
202409,11920,46,46,0,15,0,15
202501,22844,40,40,0,0,0,0
202501,20253,250,134,116,100,0,100
202501,21189,2,0,2,1,0,1
202501,21058,33,30,3,0,0,0
202501,20537,18,16,2,3,0,3
202501,21669,20,6,14,100,0,100
202501,22516,24,24,0,0,0,0
202409,11332,33,33,0,100,0,100
202409,12293,5,2,3,5,0,5
202409,13314,7,6,1,100,0,100
202501,23937,20,0,20,0,0,0
202501,21904,40,40,0,40,0,40
202501,23063,20,19,1,10,3,7
202409,11962,150,74,76,100,0,100
202501,21409,15,15,0,5,1,4
202409,11509,75,71,4,60,0,60
202501,21521,50,23,27,10,0,10
202501,22055,45,17,28,100,0,100
202409,11023,32,21,11,50,0,50
202409,13959,21,17,4,0,0,0
202409,13024,30,27,3,0,0,0
202501,20716,15,15,0,0,0,0
202409,12448,3,0,3,3,0,3
202501,22849,60,4,56,50,0,50
202501,23743,30,17,13,20,0,20
202409,10648,64,64,0,10,0,10
202409,11531,60,26,34,50,0,50
202501,20204,32,32,0,100,13,87
202501,22549,24,24,0,0,0,0
202501,23858,15,11,4,0,0,0
202409,11688,22,20,2,0,0,0
202501,21231,22,18,4,40,0,40
202501,22233,3,0,3,3,0,3
202501,22674,50,50,0,100,10,90
202501,21276,23,22,1,4,1,3
202501,23106,16,13,3,100,0,100
202409,12745,50,38,12,0,0,0
202501,23985,5,1,4,5,0,5
202409,10704,33,26,7,0,0,0
202501,20083,22,18,4,10,0,10
202409,10389,20,19,1,4,0,4
202409,10716,33,28,5,0,0,0
202409,12211,40,20,20,0,0,0
202501,20240,24,11,13,10,0,10
202409,11436,18,12,6,4,0,4
202501,22723,250,239,11,100,0,100
202409,11307,10,5,5,3,0,3
202501,20166,18,14,4,0,0,0
202501,20237,24,17,7,10,0,10
202409,11305,4,4,0,3,0,3
202501,21930,200,182,18,100,0,100
202501,20918,14,14,0,10,1,9
202409,12803,20,19,1,2,0,2
202501,21959,45,45,0,0,0,0
202409,11523,24,24,0,20,0,20
202409,11230,100,25,75,100,0,100
202409,10694,33,31,2,0,0,0
202409,11445,175,30,145,100,0,100
202409,13050,5,1,4,100,0,100
202501,21764,15,7,8,30,0,30
202501,22285,5,0,5,5,0,5
202501,20380,40,25,15,100,0,100
202501,21477,10,10,0,5,0,5
202501,21597,22,22,0,0,0,0
202501,21544,22,16,6,0,0,0
202501,23180,12,12,0,100,2,98
202409,10529,30,30,0,4,0,4
202409,10781,9,9,0,25,0,25
202501,22838,30,14,16,0,0,0
202409,11005,12,13,-1,3,0,3
202501,20625,45,45,0,100,4,96
202409,11329,33,33,0,100,0,100
202501,21724,20,13,7,0,0,0
202501,21696,53,29,24,10,0,10
202501,20892,20,4,16,3,0,3
202409,13153,18,0,18,30,0,30
202501,20034,30,29,1,20,1,19
202501,21590,55,38,17,20,0,20
202409,13210,25,25,0,100,0,100
202409,13958,30,25,5,0,0,0
202501,23119,30,27,3,100,0,100
202501,23923,35,0,35,0,0,0
202409,10569,78,66,12,100,0,100
202409,11357,80,76,4,80,0,80
202501,21064,35,19,16,50,0,50
202409,11185,31,31,0,0,0,0
202501,22435,60,43,17,20,0,20
202409,11773,53,51,2,100,0,100
202409,14085,25,10,15,0,0,0
202409,11342,40,35,5,40,0,40
202409,12184,151,110,41,30,0,30
202501,20225,32,32,0,100,4,96
202409,11476,140,135,5,100,0,100
202409,11806,15,8,7,5,0,5
202409,11657,22,15,7,0,0,0
202409,11526,15,14,1,5,0,5
202501,22775,25,25,0,30,25,5
202501,20379,24,16,8,4,0,4
202501,23051,50,50,0,25,1,24
202409,10041,30,28,2,30,0,30
202409,12633,30,27,3,0,0,0
202501,22277,5,0,5,5,0,5
202501,22753,100,100,0,100,96,4
202409,10164,30,27,3,100,0,100
202409,10746,31,32,-1,0,0,0
202501,20050,60,60,0,30,30,0
202409,10366,20,20,0,4,0,4
202501,22819,30,30,0,0,0,0
202409,12607,30,6,24,20,0,20
202409,11935,30,9,21,30,0,30
202409,10472,92,61,31,0,0,0
202501,22638,20,18,2,2,0,2
202501,21461,50,50,0,100,14,86
202501,20651,30,18,12,0,0,0
202501,23660,75,63,12,0,0,0
202501,21059,33,31,2,0,0,0
202501,22724,250,247,3,100,10,90
202501,20029,30,30,0,50,2,48
202501,20706,20,20,0,0,0,0
202501,20973,30,30,0,0,0,0
202409,11055,300,278,22,100,0,100
202409,12444,3,1,2,3,0,3
202501,22893,25,25,0,100,0,100
202501,20930,60,39,21,50,0,50
202501,21212,150,72,78,10,0,10
202409,10738,31,26,5,0,0,0
202501,21666,25,22,3,10,0,10
202501,22445,35,16,19,30,0,30
202409,12113,70,51,19,35,0,35
202501,22938,60,59,1,100,31,69
202501,23558,60,63,-3,100,0,100
202409,13598,12,10,2,100,0,100
202409,11702,22,20,2,0,0,0
202409,12437,5,0,5,5,0,5
202409,10502,30,28,2,4,0,4
202501,21382,30,29,1,5,0,5
202409,10789,120,75,45,14,0,14
202409,11479,215,203,12,100,0,100
202501,20267,24,24,0,4,4,0
202501,23783,10,2,8,100,0,100
202409,10532,10,10,0,4,0,4
202409,10025,32,31,1,50,0,50
202409,10737,31,31,0,0,0,0
202501,20187,13,13,0,0,0,0
202409,11213,18,18,0,0,0,0
202409,10671,31,31,0,0,0,0
202501,21249,40,39,1,40,4,36
202409,11577,54,54,0,100,0,100
202501,21499,60,58,2,15,0,15
202409,13849,50,32,18,0,0,0
202501,22874,15,4,11,100,0,100
202501,20540,80,65,15,100,0,100
202501,20239,24,24,0,10,9,1
202409,10709,180,146,34,18,0,18
202501,20106,45,28,17,100,0,100
202409,11389,25,24,1,4,0,4
202501,21284,23,23,0,4,4,0
202501,21906,40,38,2,40,0,40
202501,21033,40,34,6,100,0,100
202501,20911,9,9,0,3,0,3
202409,10120,25,6,19,100,0,100
202409,10551,20,2,18,0,0,0
202409,12056,40,35,5,10,0,10
202409,13768,60,58,2,100,0,100
202501,23631,150,137,13,0,0,0
202409,12360,28,28,0,100,0,100
202409,12097,180,115,65,90,0,90
202501,21360,140,140,0,100,4,96
202409,12852,50,47,3,100,0,100
202501,20397,50,19,31,10,0,10
202409,10695,33,33,0,0,0,0
202501,22929,40,38,2,100,0,100
202409,11429,16,2,14,4,0,4
202409,11414,299,223,76,100,0,100
202409,10579,80,80,0,100,0,100
202409,13940,25,10,15,0,0,0
202409,11741,30,19,11,100,0,100
202501,23926,80,80,0,100,42,58
202501,23174,12,12,0,100,4,96
202409,11178,31,31,0,0,0,0
202501,21921,40,39,1,20,0,20
202501,20230,100,0,100,100,0,100
202501,23731,10,5,5,100,0,100
202409,13695,4,4,0,100,0,100
202409,12697,24,23,1,0,0,0
202501,23908,110,44,66,100,0,100
202409,10114,60,38,22,100,0,100
202409,10434,12,12,0,3,0,3
202501,20724,45,23,22,10,0,10
202409,13070,25,25,0,100,0,100
202409,12999,127,127,0,25,0,25
202501,21226,33,32,1,100,14,86
202501,23658,66,62,4,0,0,0
202409,10595,37,37,0,15,0,15
202409,12207,22,10,12,5,0,5
202501,22151,50,12,38,100,0,100
202501,21646,28,10,18,100,0,100
202501,20100,20,20,0,10,5,5
202409,11546,35,7,28,20,0,20
202409,12407,50,8,42,100,0,100
202501,20617,64,63,1,10,0,10
202409,13912,40,18,22,0,0,0
202501,20338,18,18,0,4,4,0
202409,11239,35,36,-1,100,0,100
202501,22603,12,9,3,100,0,100
202409,13765,50,41,9,100,0,100
202501,22728,200,199,1,100,62,38
202409,10754,33,32,1,0,0,0
202409,12938,100,93,7,100,0,100
202409,10379,24,22,2,4,0,4
202409,11325,33,33,0,100,0,100
202501,21014,30,2,28,0,0,0
202409,11309,5,5,0,3,0,3
202409,10615,36,37,-1,50,0,50
202501,20929,40,39,1,50,0,50
202501,22562,24,24,0,0,0,0
202501,23771,10,0,10,100,0,100
202409,11192,31,30,1,0,0,0
202409,12250,24,23,1,5,0,5
202501,23506,14,7,7,100,0,100
202501,23167,18,18,0,100,7,93
202409,12434,5,0,5,5,0,5
202501,21747,60,40,20,100,0,100
202501,21424,32,15,17,10,0,10
202409,11816,60,46,14,5,0,5
202409,13861,30,30,0,50,0,50
202409,13596,50,35,15,100,0,100
202501,20531,80,73,7,100,0,100
202501,20827,30,30,0,100,4,96
202501,23453,18,11,7,0,0,0
202501,21720,30,23,7,10,0,10
202409,11533,40,19,21,50,0,50
202501,22304,15,3,12,15,0,15
202501,22475,50,25,25,100,0,100
202409,10289,24,24,0,4,0,4
202501,21887,200,200,0,100,13,87
202409,10082,75,70,5,100,0,100
202501,23154,20,16,4,100,0,100
202409,10743,8,7,1,10,0,10
202501,20699,15,3,12,10,0,10
202409,10408,30,33,-3,100,0,100
202501,21317,32,32,0,100,11,89
202501,21349,24,24,0,20,20,0
202501,23940,20,0,20,0,0,0
202501,23880,2,1,1,0,0,0
202409,11729,22,20,2,0,0,0
202501,22289,5,0,5,5,0,5
202501,23182,20,19,1,100,0,100
202409,11237,44,43,1,0,0,0
202409,12883,100,100,0,100,0,100
202409,13223,60,32,28,35,0,35
202501,22261,30,22,8,30,0,30
202501,20238,24,21,3,10,0,10
202409,10365,20,20,0,4,0,4
202409,10167,30,25,5,100,0,100
202409,12907,100,99,1,100,0,100
202501,21890,200,199,1,100,82,18
202501,21244,60,60,0,40,24,16
202501,20600,64,68,-4,10,0,10
202501,21025,20,4,16,100,0,100
202409,14142,22,22,0,10,0,10
202501,22483,12,10,2,0,0,0
202501,20453,30,25,5,4,0,4
202501,22108,22,18,4,5,0,5
202409,13727,32,32,0,100,0,100
202501,20444,30,30,0,0,0,0
202501,22039,60,38,22,0,0,0
202409,14091,31,31,0,0,0,0
202409,11124,30,10,20,0,0,0
202409,11482,15,15,0,5,0,5
202501,21995,30,30,0,10,8,2
202501,22937,60,60,0,100,27,73
202501,23824,25,6,19,0,0,0
202409,11555,24,17,7,5,0,5
202409,10766,21,18,3,0,0,0
202409,13039,9,5,4,10,0,10
202501,20139,20,18,2,100,0,100
202409,12150,144,143,1,50,0,50
202409,14004,50,24,26,100,0,100
202501,22533,24,23,1,0,0,0
202501,23789,10,2,8,100,0,100
202501,20161,18,18,0,0,0,0
202501,21321,20,20,0,4,4,0
202409,11374,26,27,-1,22,0,22
202501,21963,60,30,30,100,0,100
202409,13758,25,20,5,100,0,100
202409,11000,82,81,1,50,0,50
202501,22592,54,10,44,100,0,100
202501,22871,20,10,10,100,0,100
202501,20366,20,20,0,100,5,95
202409,13717,45,33,12,100,0,100
202501,20463,30,30,0,4,4,0
202501,21107,100,53,47,100,0,100
202501,22719,25,25,0,0,0,0
202501,20349,20,20,0,4,4,0
202409,11234,33,33,0,0,0,0
202501,22040,50,42,8,10,0,10
202409,12588,20,14,6,100,0,100
202409,11279,32,32,0,2,0,2
202501,20548,30,15,15,100,0,100
202501,22667,20,3,17,2,0,2
202409,12251,24,21,3,5,0,5
202409,11228,25,23,2,25,0,25
202501,22830,25,25,0,0,0,0
202501,21402,22,22,0,5,0,5
202501,21057,33,33,0,0,0,0
202501,20909,42,31,11,0,0,0
202409,12974,60,53,7,30,0,30
202409,11709,60,51,9,100,0,100
202501,21361,110,109,1,100,15,85
202501,21425,35,21,14,50,0,50
202409,12458,20,7,13,100,0,100
202501,23179,18,18,0,100,20,80
202501,23076,30,26,4,100,0,100
202409,14229,80,76,4,0,0,0
202409,10180,30,21,9,0,0,0
202409,12825,15,11,4,2,0,2
202501,23534,12,6,6,0,0,0
202501,20913,9,5,4,3,0,3
202501,22519,24,18,6,0,0,0
202409,13249,75,59,16,100,0,100
202409,11921,50,47,3,15,0,15
202409,12600,28,15,13,100,0,100
202409,13253,20,20,0,100,0,100
202501,20688,95,95,0,25,16,9
202501,21506,20,20,0,100,0,100
202409,14168,60,34,26,60,0,60
202501,20981,30,30,0,0,0,0
202501,20642,30,30,0,0,0,0
202409,11756,35,12,23,100,0,100
202409,10352,22,22,0,2,0,2
202409,10708,3,3,0,25,0,25
202501,22206,5,1,4,5,0,5
202501,22903,25,23,2,100,0,100
202409,10938,32,31,1,3,0,3
202409,10906,45,13,32,100,0,100
202501,21467,19,3,16,10,0,10
202501,20261,200,200,0,100,26,74
202501,20200,32,31,1,100,11,89
202409,13270,25,6,19,100,0,100
202501,21881,200,85,115,90,0,90
202409,11164,33,32,1,0,0,0
202409,13793,105,70,35,10,0,10
202409,10392,20,14,6,4,0,4
202409,10667,140,131,9,25,0,25
202409,11970,20,2,18,100,0,100
202501,20081,80,42,38,100,0,100
202409,11102,60,46,14,100,0,100
202409,11689,22,22,0,0,0,0
202409,11696,22,22,0,0,0,0
202409,13613,280,255,25,100,0,100
202409,12054,40,40,0,10,0,10
202409,13972,10,2,8,100,0,100
202501,20049,50,50,0,20,19,1
202501,22733,100,99,1,100,14,86
202501,21894,40,38,2,40,14,26
202409,10506,30,16,14,4,0,4
202501,22239,5,4,1,3,0,3
202409,11401,150,114,36,100,0,100
202409,11932,30,18,12,30,0,30
202409,12125,50,41,9,25,0,25
202409,12071,55,44,11,12,0,12
202409,11791,45,34,11,100,0,100
202501,23040,150,150,0,70,2,68
202501,21232,50,49,1,35,3,32
202409,11127,30,17,13,0,0,0
202501,22294,3,1,2,3,0,3
202501,20535,80,67,13,100,0,100
202409,10621,100,79,21,80,0,80
202409,10380,24,21,3,4,0,4
202501,21077,31,30,1,0,0,0
202409,12016,200,131,69,100,0,100
202501,21326,54,22,32,100,0,100
202501,21167,30,30,0,2,2,0
202409,13265,16,14,2,100,0,100
202409,10105,53,50,3,100,0,100
202501,21954,45,42,3,22,0,22
202501,20867,90,48,42,50,0,50
202409,12124,15,3,12,10,0,10
202501,20825,45,31,14,100,0,100
202501,23080,45,44,1,100,8,92
202501,20810,30,25,5,100,0,100
202501,22089,110,109,1,100,0,100
202409,12093,60,47,13,25,0,25
202501,20677,30,29,1,0,0,0
202409,10507,180,146,34,100,0,100
202409,10088,25,16,9,20,0,20
202409,11622,35,22,13,20,0,20
202501,22550,24,23,1,0,0,0
202409,11891,18,18,0,100,0,100
202501,20147,22,22,0,100,0,100
202409,13127,22,20,2,30,0,30
202409,13692,10,11,-1,0,0,0
202409,13063,25,26,-1,100,0,100
202501,20871,24,16,8,3,0,3
202409,11865,48,50,-2,100,0,100
202501,22625,20,20,0,2,0,2
202501,21745,50,50,0,100,6,94
202409,10702,33,33,0,0,0,0
202501,20972,30,30,0,0,0,0
202409,12375,5,1,4,5,0,5
202409,10032,33,31,2,50,0,50
